Data set,Iteration,Function Name,Calls,Total Time,Self Time
"average","average","effective_degrees",2.33333333333333,0.000877777777777778,0.000877777777777778
"average","average","fcnchk",400,0.244733333333333,0.193533333333333
"average","average","forest_components (MEX-file)",2.33333333333333,0,0
"average","average","graph2d.schema",0.0111111111111111,0,0
"average","average","graph2d/private/lineseriesmex (MEX-file)",37035.4555555556,0.3106,0.3106
"average","average","graph2dhelper",37035.4444444444,6.5325,3.77493333333333
"average","average","graphprofile (MEX-file)",2.33333333333333,0.000444444444444444,0.000444444444444444
"average","average","hierarchy",1,0.112688888888889,0.0313666666666666
"average","average","hold",2,0.00243333333333333,0.00198888888888889
"average","average","initprintexporttemplate",1,0.000222222222222222,0.000222222222222222
"average","average","int2str",2,0.00176666666666667,0.00176666666666667
"average","average","inv_permutation",1,0,0
"average","average","iscellstr",2,0.00131111111111111,0.00131111111111111
"average","average","ismember",2,0.00793333333333334,0.000777777777777778
"average","average","ismember>ismemberlegacy",2,0.00715555555555556,0.00186666666666667
"average","average","kdtree_build (MEX-file)",1,0.611944444444444,0.611944444444444
"average","average","kdtree_k_nearest_neighbors (MEX-file)",10758.7777777778,165.203822222222,165.203822222222
"average","average","laplacian",0.111111111111111,0,0
"average","average","laplacian2 (MEX-file)",0.888888888888889,0.000777777777777778,0.000777777777777778
"average","average","lineseries",37035.4555555556,12.8501444444445,6.00701111111112
"average","average","matlab_bgl-4.0.1/...ate/check_matlab_bgl",2,0.0324555555555555,0.0324555555555555
"average","average","matlab_bgl-4.0.1/private/components_mex (MEX-file)",1,0.00317777777777778,0.00317777777777778
"average","average","matlab_bgl-4.0.1/private/merge_options",1,0.000211111111111111,0.000211111111111111
"average","average","matlab_bgl-4.0.1/private/mst_mex (MEX-file)",1,0.232566666666667,0.232566666666667
"average","average","mean",10783.2222222222,0.807811111111112,0.807811111111112
"average","average","message",644.733333333333,0.142766666666667,0.142766666666667
"average","average","mst",1,0.266533333333334,0.000877777777777778
"average","average","mx_d_preconditioner (MEX-file)",4390,7.38677777777778,7.38677777777778
"average","average","newplot",37035.4444444444,22.4727,11.6527222222222
"average","average","newplot>ObserveAxesNextPlot",37035.4444444444,6.86853333333334,6.86853333333334
"average","average","newplot>ObserveFigureNextPlot",37035.4444444444,3.95141111111111,3.95141111111111
"average","average","num2str",2,0.00133333333333333,0.000555555555555556
"average","average","num2str>convertUsingRecycledSprintf",2,0.000555555555555556,0.000555555555555556
"average","average","num2str>handleNumericPrecision",2,0.000777777777777778,0.000222222222222222
"average","average","pcg",200,21.5203222222222,8.68008888888889
"average","average","princomp",0.444444444444444,0.363177777777778,0.3622
"average","average","process_hierarchy",1,0.0200555555555556,0.00155555555555556
"average","average","process_sparse_matrix",5.33333333333333,0.0216444444444444,0.0129888888888889
"average","average","randsrc",1,0.967577777777777,0.836355555555556
"average","average","randsrc>@(a,b)rand(a,b)",1,0.131277777777778,0.131277777777778
"average","average","randsrc>create@(a,b)rand(a,b)",1,0,0
"average","average","repmat",2,0.00527777777777778,0.00527777777777778
"average","average","scribe/private/getplotmanager",37035.4444444444,2.75755555555556,2.75755555555556
"average","average","set_matlab_bgl_default",2,0.000433333333333333,0.000433333333333333
"average","average","setdiff",1,0.0244,0.000111111111111111
"average","average","setdiff>setdifflegacy",1,0.0243,0.000766666666666667
"average","average","sortrows",1,0.0324555555555555,0.00133333333333333
"average","average","sortrows>sort_back_to_front",1,0.0311555555555555,0.0311555555555555
"average","average","sparfun/private/iterapp",9214.75555555556,12.2460111111111,4.41142222222222
"average","average","sparfun/private/iterchk",400,0.329111111111111,0.0844
"average","average","sparfun/private/itermsg",200,0.264911111111111,0.102522222222222
"average","average","sparfun/private/itermsg>getIterationInfo",222.222222222222,0.121688888888889,0.0709333333333334
"average","average","splitforest (MEX-file)",2.33333333333333,0.00176666666666667,0.00176666666666667
"average","average","steiner_group",2.33333333333333,0.00631111111111111,0.00263333333333333
"average","average","unique",7.33333333333333,0.0696555555555555,0.00878888888888889
"average","average","unique>uniquelegacy",7.33333333333333,0.0608888888888889,0.0284777777777778
"average","average","update_groups (MEX-file)",1.88888888888889,0.00155555555555556,0.00155555555555556
